"","DateCollection","Source","HOSP"
"776","2018-12-12","Environmental","M"
"777","2018-12-17","Environmental","T"
"778","2018-12-17","Environmental","T"
"779","2018-12-17","Environmental","T"
"780","2018-12-17","Environmental","T"
"781","2018-12-17","Environmental","T"
"782","2018-12-18","Environmental","H"
"783","2018-12-18","Environmental","H"
"784","2018-12-18","Environmental","H"
"785","2019-01-08","Environmental","T"
"786","2019-01-08","Environmental","T"
"787","2019-01-08","Environmental","T"
"788","2019-01-08","Environmental","T"
"789","2019-01-09","Environmental","S"
"790","2019-01-15","Environmental","J"
"791","2019-01-15","Environmental","J"
"792","2019-01-15","Environmental","J"
"793","2019-01-30","Environmental","M"
"794","2019-01-30","Environmental","M"
"795","2019-01-30","Environmental","M"
"796","2019-01-30","Environmental","M"
"797","2019-01-30","Environmental","M"
"798","2019-01-30","Environmental","M"
"799","2019-01-30","Environmental","M"
"800","2019-01-30","Environmental","M"
"801","2019-01-30","Environmental","M"
"802","2019-01-30","Environmental","M"
"803","2019-02-04","Environmental","T"
"804","2019-02-04","Environmental","T"
"805","2019-02-04","Environmental","T"
"806","2019-02-04","Environmental","T"
"807","2019-02-04","Environmental","T"
"808","2019-02-04","Environmental","T"
"809","2019-02-11","Environmental","H"
"810","2019-02-11","Environmental","H"
"811","2019-02-11","Environmental","H"
"812","2019-02-13","Environmental","N"
"813","2019-02-13","Environmental","N"
"814","2019-02-13","Environmental","N"
"815","2019-02-13","Environmental","N"
"816","2019-02-13","Environmental","N"
"817","2019-02-13","Environmental","N"
"818","2019-02-13","Environmental","N"
"819","2019-02-13","Environmental","N"
"820","2019-02-13","Environmental","N"
"821","2019-02-13","Environmental","N"
"822","2019-02-13","Environmental","N"
"823","2019-02-13","Environmental","N"
"824","2019-02-13","Environmental","N"
"825","2019-02-13","Environmental","N"
"826","2019-02-13","Environmental","N"
"827","2019-02-13","Environmental","N"
"828","2019-02-13","Environmental","N"
"829","2019-02-13","Environmental","N"
"830","2019-02-13","Environmental","N"
"831","2019-02-13","Environmental","N"
"832","2019-02-13","Environmental","N"
"833","2019-02-19","Environmental","L"
"834","2019-02-19","Environmental","L"
"835","2019-02-19","Environmental","L"
"836","2019-02-19","Environmental","L"
"837","2019-02-19","Environmental","L"
"838","2019-02-19","Environmental","L"
"839","2019-02-19","Environmental","L"
"840","2019-02-19","Environmental","L"
"841","2019-02-19","Environmental","L"
"842","2019-02-19","Environmental","L"
"843","2019-02-19","Environmental","L"
"844","2019-02-19","Environmental","L"
"845","2019-02-19","Environmental","L"
"846","2019-02-19","Environmental","L"
"847","2019-02-19","Environmental","L"
"848","2019-02-19","Environmental","L"
"849","2019-02-19","Environmental","L"
"850","2019-02-19","Environmental","L"
"851","2019-02-19","Environmental","L"
"852","2019-02-19","Environmental","L"
"853","2019-02-19","Environmental","L"
"854","2019-02-19","Environmental","L"
"855","2019-02-19","Environmental","L"
"856","2019-02-19","Environmental","L"
"857","2019-02-19","Environmental","L"
"858","2019-02-19","Environmental","L"
"859","2019-02-19","Environmental","L"
"860","2019-02-19","Environmental","L"
"861","2019-02-19","Environmental","L"
"862","2019-02-19","Environmental","L"
"863","2019-02-19","Environmental","L"
"864","2019-02-20","Environmental","J"
"865","2019-02-20","Environmental","J"
"866","2019-02-20","Environmental","J"
"867","2019-02-27","Environmental","S"
"868","2019-06-12","Environmental","M"
"869","2019-06-12","Environmental","M"
"870","2019-06-12","Environmental","M"
"871","2019-06-12","Environmental","M"
"872","2019-06-12","Environmental","M"
"873","2019-06-24","Environmental","L"
"874","2019-06-24","Environmental","L"
"875","2018-07-23","Clinical","M"
"876","2018-07-28","Clinical","M"
"877","2018-07-27","Clinical","M"
"878","2018-07-12","Clinical","M"
"879","2018-08-06","Clinical","M"
"880","2018-08-09","Clinical","M"
"881","2018-08-07","Clinical","M"
"882","2018-08-07","Clinical","M"
"883","2018-08-05","Clinical","M"
"884","2018-08-07","Clinical","M"
"885","2018-08-06","Clinical","M"
"886","2018-08-21","Clinical","M"
"887","2018-08-31","Clinical","M"
"888","2018-08-06","Clinical","M"
"889","2018-08-07","Clinical","M"
"890","2018-08-30","Clinical","M"
"891","2018-09-12","Clinical","M"
"892","2018-09-01","Clinical","M"
"893","2018-09-10","Clinical","M"
"894","2018-09-17","Clinical","L"
"895","2018-09-04","Clinical","L"
"896","2018-09-04","Clinical","N"
"897","2018-09-07","Clinical","N"
"898","2018-09-08","Clinical","M"
"899","2018-09-18","Clinical","N"
"900","2018-09-06","Clinical","N"
"901","2018-09-03","Clinical","N"
"902","2018-09-07","Clinical","N"
"903","2018-09-07","Clinical","N"
"904","2018-09-24","Clinical","M"
"905","2018-09-18","Clinical","N"
"906","2018-09-14","Clinical","N"
"907","2018-09-21","Clinical","N"
"908","2018-09-27","Clinical","N"
"909","2018-10-04","Clinical","M"
"910","2018-09-27","Clinical","N"
"911","2018-09-18","Clinical","N"
"912","2018-09-26","Clinical","N"
"913","2018-09-27","Clinical","N"
"914","2018-10-03","Clinical","M"
"915","2018-10-06","Clinical","M"
"916","2018-10-03","Clinical","M"
"917","2018-10-06","Clinical","M"
"918","2018-10-09","Clinical","L"
"919","2018-09-15","Clinical","M"
"920","2018-10-06","Clinical","N"
"921","2018-10-03","Clinical","N"
"922","2018-10-06","Clinical","N"
"923","2018-10-05","Clinical","N"
"924","2018-10-09","Clinical","N"
"925","2018-09-29","Clinical","N"
"926","2018-09-29","Clinical","N"
"927","2018-09-30","Clinical","N"
"928","2018-09-18","Clinical","H"
"929","2018-09-18","Clinical","H"
"930","2018-09-18","Clinical","H"
"931","2018-09-14","Clinical","H"
"932","2018-10-11","Clinical","N"
"933","2018-10-09","Clinical","N"
"934","2018-09-22","Clinical","S"
"935","2018-10-07","Clinical","S"
"936","2018-10-07","Clinical","S"
"937","2018-10-07","Clinical","S"
"938","2018-10-07","Clinical","S"
"939","2018-09-18","Clinical","S"
"940","2018-09-29","Clinical","S"
"941","2018-10-01","Clinical","S"
"942","2018-10-01","Clinical","S"
"943","2018-10-01","Clinical","S"
"944","2018-10-20","Clinical","S"
"945","2018-10-20","Clinical","S"
"946","2018-09-29","Clinical","S"
"947","2018-10-17","Clinical","M"
"948","2018-09-23","Clinical","H"
"949","2018-10-10","Clinical","H"
"950","2018-10-10","Clinical","H"
"951","2018-10-14","Clinical","H"
"952","2018-10-15","Clinical","H"
"953","2018-10-15","Clinical","H"
"954","2018-10-07","Clinical","H"
"955","2018-10-07","Clinical","H"
"956","2018-10-07","Clinical","H"
"957","2018-10-16","Clinical","L"
"958","2018-10-10","Clinical","L"
"959","2018-10-17","Clinical","L"
"960","2018-10-12","Clinical","L"
"961","2018-10-29","Clinical","M"
"962","2018-10-21","Clinical","N"
"963","2018-10-21","Clinical","N"
"964","2018-10-28","Clinical","S"
"965","2018-10-28","Clinical","S"
"966","2018-10-28","Clinical","S"
"967","2018-10-22","Clinical","S"
"968","2018-10-22","Clinical","S"
"969","2018-11-01","Clinical","S"
"970","2018-11-02","Clinical","S"
"971","2018-11-02","Clinical","S"
"972","2018-10-31","Clinical","S"
"973","2018-10-31","Clinical","S"
"974","2018-11-04","Clinical","J"
"975","2018-10-31","Clinical","J"
"976","2018-11-05","Clinical","J"
"977","2018-09-10","Clinical","M"
"978","2018-11-07","Clinical","N"
"979","2018-11-07","Clinical","N"
"980","2018-11-10","Clinical","N"
"981","2018-11-12","Clinical","J"
"982","2018-11-09","Clinical","J"
"983","2018-11-07","Clinical","J"
"984","2018-11-01","Clinical","S"
"985","2018-11-05","Clinical","N"
"986","2018-10-29","Clinical","N"
"987","2018-11-02","Clinical","N"
"988","2018-11-05","Clinical","N"
"989","2018-11-05","Clinical","N"
"990","2018-11-02","Clinical","N"
"991","2018-11-05","Clinical","N"
"992","2018-11-07","Clinical","N"
"993","2018-11-10","Clinical","N"
"994","2018-11-13","Clinical","M"
"995","2018-11-16","Clinical","L"
"996","2018-11-16","Clinical","L"
"997","2018-11-10","Clinical","L"
"998","2018-11-17","Clinical","L"
"999","2018-11-21","Clinical","M"
"1000","2018-11-18","Clinical","M"
"1001","2018-11-11","Clinical","M"
"1002","2018-11-19","Clinical","M"
"1003","2018-11-12","Clinical","M"
"1004","2018-11-06","Clinical","L"
"1005","2018-10-17","Clinical","L"
"1006","2018-10-29","Clinical","L"
"1007","2018-11-04","Clinical","L"
"1008","2018-11-02","Clinical","L"
"1009","2018-11-03","Clinical","L"
"1010","2018-11-10","Clinical","N"
"1011","2018-11-02","Clinical","J"
"1012","2018-11-16","Clinical","J"
"1013","2018-11-07","Clinical","S"
"1014","2018-11-07","Clinical","S"
"1015","2018-11-09","Clinical","S"
"1016","2018-11-16","Clinical","S"
"1017","2018-11-17","Clinical","S"
"1018","2018-11-19","Clinical","S"
"1019","2018-11-17","Clinical","N"
"1020","2018-11-20","Clinical","N"
"1021","2018-11-19","Clinical","N"
"1022","2018-11-12","Clinical","M"
"1023","2018-11-07","Clinical","S"
"1024","2018-11-11","Clinical","J"
"1025","2018-11-07","Clinical","J"
"1026","2018-11-16","Clinical","N"
"1027","2018-12-03","Clinical","M"
"1028","2018-11-22","Clinical","J"
"1029","2018-11-30","Clinical","J"
"1030","2018-11-30","Clinical","J"
"1031","2018-11-25","Clinical","J"
"1032","2018-11-25","Clinical","J"
"1033","2018-11-25","Clinical","J"
"1034","2018-11-27","Clinical","M"
"1035","2018-11-27","Clinical","M"
"1036","2018-11-27","Clinical","M"
"1037","2018-12-02","Clinical","S"
"1038","2018-12-03","Clinical","S"
"1039","2018-11-18","Clinical","S"
"1040","2018-11-28","Clinical","S"
"1041","2018-11-19","Clinical","L"
"1042","2018-11-19","Clinical","L"
"1043","2018-11-29","Clinical","L"
"1044","2018-10-14","Clinical","H"
"1045","2018-10-14","Clinical","H"
"1046","2018-11-08","Clinical","H"
"1047","2018-11-07","Clinical","H"
"1048","2018-11-10","Clinical","H"
"1049","2018-11-10","Clinical","H"
"1050","2018-12-04","Clinical","M"
"1051","2018-11-19","Clinical","S"
"1052","2018-11-29","Clinical","S"
"1053","2018-11-28","Clinical","N"
"1054","2018-11-28","Clinical","N"
"1055","2018-11-25","Clinical","N"
"1056","2018-11-30","Clinical","N"
"1057","2018-12-09","Clinical","L"
"1058","2018-12-09","Clinical","L"
"1059","2018-11-27","Clinical","N"
"1060","2018-11-30","Clinical","N"
"1061","2018-11-30","Clinical","N"
"1062","2018-12-05","Clinical","N"
"1063","2018-12-05","Clinical","S"
"1064","2018-12-07","Clinical","S"
"1065","2018-12-10","Clinical","S"
"1066","2018-12-10","Clinical","S"
"1067","2018-12-07","Clinical","J"
"1068","2018-12-07","Clinical","J"
"1069","2018-12-10","Clinical","J"
"1070","2018-12-14","Clinical","J"
"1071","2018-12-14","Clinical","J"
"1072","2018-12-09","Clinical","N"
"1073","2018-12-09","Clinical","N"
"1074","2018-12-23","Clinical","M"
"1075","2018-12-23","Clinical","M"
"1076","2018-12-17","Clinical","N"
"1077","2018-12-17","Clinical","N"
"1078","2018-12-13","Clinical","M"
"1079","2018-12-11","Clinical","M"
"1080","2018-12-03","Clinical","L"
"1081","2018-12-03","Clinical","L"
"1082","2018-12-03","Clinical","L"
"1083","2018-12-03","Clinical","L"
"1084","2018-12-03","Clinical","L"
"1085","2018-12-13","Clinical","L"
"1086","2018-11-21","Clinical","J"
"1087","2018-12-02","Clinical","J"
"1088","2018-12-03","Clinical","J"
"1089","2018-11-19","Clinical","J"
"1090","2018-11-25","Clinical","J"
"1091","2018-11-27","Clinical","J"
"1092","2018-12-18","Clinical","M"
"1093","2018-12-03","Clinical","N"
"1094","2018-12-04","Clinical","N"
"1095","2018-12-09","Clinical","N"
"1096","2018-12-14","Clinical","N"
"1097","2019-06-24","Environmental","L"
"1098","2019-06-24","Environmental","L"
"1099","2019-06-24","Environmental","L"
"1100","2019-06-24","Environmental","L"
"1101","2019-06-24","Environmental","L"
"1102","2019-06-24","Environmental","L"
"1103","2019-06-24","Environmental","L"
"1104","2019-06-24","Environmental","L"
"1105","2019-06-24","Environmental","L"
"1106","2019-06-24","Environmental","L"
"1107","2019-06-26","Environmental","T"
"1108","2019-06-26","Environmental","T"
"1109","2019-06-26","Environmental","T"
"1110","2019-06-26","Environmental","T"
"1111","2019-06-26","Environmental","T"
"1112","2019-06-26","Environmental","T"
"1113","2019-06-26","Environmental","T"
"1114","2019-06-26","Environmental","T"
"1115","2019-06-26","Environmental","T"
"1116","2019-06-26","Environmental","T"
"1117","2019-06-26","Environmental","T"
"1118","2019-06-26","Environmental","T"
"1119","2019-06-26","Environmental","T"
"1120","2019-06-26","Environmental","T"
"1121","2019-06-26","Environmental","T"
"1122","2019-06-26","Environmental","T"
"1123","2019-06-26","Environmental","T"
"1124","2019-06-26","Environmental","T"
"1125","2019-06-26","Environmental","T"
"1126","2019-06-26","Environmental","T"
"1127","2019-07-02","Environmental","S"
"1128","2019-07-02","Environmental","S"
"1129","2019-07-02","Environmental","S"
"1130","2019-07-03","Environmental","N"
"1131","2019-07-03","Environmental","N"
"1132","2019-07-03","Environmental","N"
"1133","2019-07-03","Environmental","N"
"1134","2019-07-03","Environmental","N"
"1135","2019-07-03","Environmental","N"
"1136","2019-07-03","Environmental","N"
"1137","2019-07-03","Environmental","N"
"1138","2019-07-03","Environmental","N"
"1139","2019-07-03","Environmental","N"
"1140","2019-07-03","Environmental","N"
"1141","2019-07-03","Environmental","N"
"1142","2019-07-03","Environmental","N"
"1143","2019-07-03","Environmental","N"
"1144","2019-07-03","Environmental","N"
"1145","2019-07-03","Environmental","N"
"1146","2019-07-03","Environmental","N"
"1147","2019-07-03","Environmental","N"
"1148","2019-07-03","Environmental","N"
"1149","2019-07-03","Environmental","N"
"1150","2019-07-03","Environmental","N"
"1151","2019-07-03","Environmental","N"
"1152","2019-07-04","Environmental","H"
"1153","2019-07-04","Environmental","H"
"1154","2019-07-04","Environmental","H"
"1155","2019-07-04","Environmental","H"
"1156","2019-07-04","Environmental","H"
"1157","2019-07-08","Environmental","T"
"1158","2019-07-08","Environmental","T"
"1159","2019-07-08","Environmental","T"
"1160","2019-07-08","Environmental","T"
"1161","2019-07-08","Environmental","T"
"1162","2019-07-08","Environmental","T"
"1163","2019-07-08","Environmental","T"
"1164","2019-07-08","Environmental","T"
"1165","2019-07-08","Environmental","T"
"1166","2019-07-08","Environmental","T"
"1167","2019-07-08","Environmental","T"
"1168","2019-07-08","Environmental","T"
"1169","2019-07-08","Environmental","T"
"1170","2019-07-08","Environmental","T"
"1171","2019-07-09","Environmental","L"
"1172","2019-07-09","Environmental","L"
"1173","2019-07-09","Environmental","L"
"1174","2019-07-09","Environmental","L"
"1175","2019-07-09","Environmental","L"
"1176","2019-07-09","Environmental","L"
"1177","2019-07-09","Environmental","L"
"1178","2019-07-09","Environmental","L"
"1179","2019-07-09","Environmental","L"
"1180","2019-07-09","Environmental","L"
"1181","2019-07-09","Environmental","L"
"1182","2019-07-09","Environmental","L"
"1183","2019-07-09","Environmental","L"
"1184","2019-07-09","Environmental","L"
"1185","2019-07-09","Environmental","L"
"1186","2019-07-09","Environmental","L"
"1187","2019-07-09","Environmental","L"
"1188","2019-07-09","Environmental","L"
"1189","2019-07-09","Environmental","L"
"1190","2019-07-08","Environmental","T"
"1191","2019-07-22","Environmental","J"
"1192","2019-07-22","Environmental","J"
"1193","2019-07-22","Environmental","J"
"1194","2019-07-22","Environmental","J"
"1195","2019-07-23","Environmental","M"
"1196","2019-07-23","Environmental","H"
"1197","2019-07-23","Environmental","H"
"1198","2019-07-24","Environmental","N"
"1199","2019-07-24","Environmental","N"
"1200","2019-07-24","Environmental","N"
"1201","2019-07-24","Environmental","N"
"1202","2019-07-24","Environmental","N"
"1203","2019-07-24","Environmental","N"
"1204","2019-07-24","Environmental","N"
"1205","2019-07-24","Environmental","N"
"1206","2019-07-24","Environmental","N"
"1207","2019-07-24","Environmental","N"
"1208","2019-07-24","Environmental","N"
"1209","2019-07-24","Environmental","N"
"1210","2019-07-25","Environmental","T"
"1211","2019-07-25","Environmental","T"
"1212","2019-07-25","Environmental","T"
"1213","2019-07-25","Environmental","T"
"1214","2019-07-25","Environmental","T"
"1215","2019-07-25","Environmental","T"
"1216","2019-07-25","Environmental","T"
"1217","2019-07-25","Environmental","T"
"1218","2019-07-25","Environmental","T"
"1219","2019-07-25","Environmental","T"
"1220","2019-07-25","Environmental","T"
"1221","2019-07-25","Environmental","T"
"1222","2019-07-25","Environmental","T"
"1223","2019-07-25","Environmental","T"
"1224","2019-07-25","Environmental","T"
"1225","2019-07-25","Environmental","T"
"1226","2019-07-29","Environmental","H"
"1227","2019-07-29","Environmental","H"
"1228","2019-07-29","Environmental","H"
"1229","2019-07-29","Environmental","H"
"1230","2019-07-29","Environmental","H"
"1231","2019-07-29","Environmental","H"
"1232","2019-07-29","Environmental","H"
"1233","2019-07-29","Environmental","H"
"1234","2019-07-29","Environmental","H"
"1235","2019-07-29","Environmental","H"
"1236","2019-07-30","Environmental","L"
"1237","2019-07-30","Environmental","L"
"1238","2019-07-30","Environmental","L"
"1239","2019-07-30","Environmental","L"
"1240","2019-07-30","Environmental","L"
"1241","2019-07-30","Environmental","L"
"1242","2019-07-30","Environmental","L"
"1243","2019-07-30","Environmental","L"
"1244","2019-07-30","Environmental","L"
"1245","2019-07-30","Environmental","L"
"1246","2019-07-30","Environmental","L"
"1247","2019-07-30","Environmental","L"
"1248","2019-07-30","Environmental","L"
"1249","2019-07-30","Environmental","L"
"1250","2019-07-31","Environmental","S"
"1251","2019-08-01","Environmental","J"
"1252","2019-08-06","Environmental","M"
"1253","2019-08-06","Environmental","M"
"1254","2019-08-06","Environmental","M"
"1255","2019-08-06","Environmental","M"
"1256","2019-08-07","Environmental","N"
"1257","2019-08-07","Environmental","N"
"1258","2019-08-07","Environmental","N"
"1259","2019-08-07","Environmental","N"
"1260","2019-08-07","Environmental","N"
"1261","2019-08-07","Environmental","N"
"1262","2019-08-07","Environmental","N"
"1263","2019-08-07","Environmental","N"
"1264","2019-08-07","Environmental","N"
"1265","2019-08-07","Environmental","N"
"1266","2019-08-07","Environmental","N"
"1267","2019-08-07","Environmental","N"
"1268","2019-08-07","Environmental","N"
"1269","2019-08-07","Environmental","N"
"1270","2019-08-19","Environmental","S"
"1271","2019-08-19","Environmental","S"
"1272","2019-08-19","Environmental","S"
"1273","2019-08-19","Environmental","S"
"1274","2019-08-19","Environmental","S"
"1275","2019-08-19","Environmental","J"
"1276","2019-08-19","Environmental","J"
"1277","2019-08-21","Environmental","N"
"1278","2019-08-21","Environmental","N"
"1279","2019-08-21","Environmental","N"
"1280","2019-08-21","Environmental","N"
"1281","2019-08-21","Environmental","N"
"1282","2019-08-21","Environmental","N"
"1283","2019-08-21","Environmental","N"
"1284","2019-08-21","Environmental","N"
"1285","2019-08-21","Environmental","N"
"1286","2019-08-21","Environmental","N"
"1287","2019-08-21","Environmental","N"
"1288","2019-08-19","Environmental","J"
"1289","2019-08-19","Environmental","J"
"1290","2019-08-26","Environmental","T"
"1291","2019-08-26","Environmental","T"
"1292","2019-08-26","Environmental","T"
"1293","2019-08-26","Environmental","T"
"1294","2019-08-26","Environmental","T"
"1295","2019-08-26","Environmental","T"
"1296","2019-08-26","Environmental","T"
"1297","2019-08-26","Environmental","T"
"1298","2019-08-26","Environmental","T"
"1299","2019-08-26","Environmental","T"
"1300","2019-08-26","Environmental","T"
"1301","2019-08-26","Environmental","T"
"1302","2019-08-26","Environmental","T"
"1303","2019-08-26","Environmental","T"
"1304","2019-08-26","Environmental","T"
"1305","2019-08-26","Environmental","T"
"1306","2019-08-26","Environmental","T"
"1307","2019-08-26","Environmental","T"
"1308","2019-08-27","Environmental","M"
"1309","2019-08-27","Environmental","M"
"1310","2019-08-27","Environmental","M"
"1311","2019-08-29","Environmental","H"
"1312","2019-08-29","Environmental","H"
"1313","2019-08-29","Environmental","H"
"1314","2019-08-29","Environmental","H"
"1315","2019-08-29","Environmental","H"
"1316","2019-09-03","Environmental","L"
"1317","2019-09-03","Environmental","L"
"1318","2019-09-03","Environmental","L"
"1319","2019-09-03","Environmental","L"
"1320","2019-09-03","Environmental","L"
"1321","2019-09-03","Environmental","L"
"1322","2019-09-03","Environmental","L"
"1323","2019-09-03","Environmental","L"
"1324","2019-09-03","Environmental","L"
"1325","2019-09-03","Environmental","L"
"1326","2019-09-03","Environmental","L"
"1327","2019-09-03","Environmental","L"
"1328","2019-09-03","Environmental","L"
"1329","2019-09-03","Environmental","L"
"1330","2019-09-03","Environmental","L"
"1331","2019-09-03","Environmental","L"
"1332","2019-09-03","Environmental","L"
"1333","2019-09-03","Environmental","L"
"1334","2018-12-16","Clinical","S"
"1335","2018-12-30","Clinical","S"
"1336","2018-12-15","Clinical","S"
"1337","2018-12-20","Clinical","S"
"1338","2018-12-20","Clinical","S"
"1339","2018-12-29","Clinical","S"
"1340","2018-12-29","Clinical","S"
"1341","2018-12-19","Clinical","J"
"1342","2018-12-19","Clinical","J"
"1343","2018-12-20","Clinical","J"
"1344","2018-12-18","Clinical","J"
"1345","2019-01-03","Clinical","H"
"1346","2019-01-03","Clinical","H"
"1347","2018-12-10","Clinical","H"
"1348","2018-12-10","Clinical","H"
"1349","2018-12-19","Clinical","M"
"1350","2018-12-20","Clinical","M"
"1351","2018-12-22","Clinical","M"
"1352","2018-12-23","Clinical","M"
"1353","2018-12-26","Clinical","M"
"1354","2018-12-28","Clinical","M"
"1355","2018-12-22","Clinical","M"
"1356","2018-12-20","Clinical","M"
"1357","2018-12-22","Clinical","M"
"1358","2018-12-26","Clinical","M"
"1359","2018-12-28","Clinical","M"
"1360","2018-12-23","Clinical","M"
"1361","2018-12-22","Clinical","M"
"1362","2018-12-28","Clinical","M"
"1363","2018-12-28","Clinical","M"
"1364","2018-12-26","Clinical","M"
"1365","2018-12-30","Clinical","M"
"1366","2018-12-31","Clinical","N"
"1367","2018-12-31","Clinical","N"
"1368","2018-12-30","Clinical","N"
"1369","2018-12-25","Clinical","N"
"1370","2019-01-01","Clinical","N"
"1371","2018-12-31","Clinical","J"
"1372","2018-12-31","Clinical","J"
"1373","2018-12-19","Clinical","J"
"1374","2019-01-05","Clinical","J"
"1375","2018-12-20","Clinical","J"
"1376","2018-12-22","Clinical","J"
"1377","2019-01-03","Clinical","J"
"1378","2019-01-07","Clinical","J"
"1379","2018-12-29","Clinical","J"
"1380","2018-12-29","Clinical","J"
"1381","2019-01-05","Clinical","J"
"1382","2018-12-20","Clinical","J"
"1383","2019-01-05","Clinical","J"
"1384","2019-01-08","Clinical","M"
"1385","2018-12-25","Clinical","J"
"1386","2018-12-25","Clinical","J"
"1387","2019-01-04","Clinical","J"
"1388","2019-01-07","Clinical","J"
"1389","2018-12-30","Clinical","M"
"1390","2019-01-01","Clinical","M"
"1391","2019-01-03","Clinical","M"
"1392","2019-01-05","Clinical","M"
"1393","2018-12-30","Clinical","M"
"1394","2019-01-01","Clinical","M"
"1395","2018-12-30","Clinical","M"
"1396","2019-01-01","Clinical","M"
"1397","2018-12-29","Clinical","M"
"1398","2019-01-01","Clinical","M"
"1399","2018-12-17","Clinical","J"
"1400","2018-12-10","Clinical","J"
"1401","2018-12-13","Clinical","J"
"1402","2018-12-30","Clinical","N"
"1403","2018-12-25","Clinical","N"
"1404","2018-12-25","Clinical","N"
"1405","2018-12-25","Clinical","N"
"1406","2019-01-07","Clinical","M"
"1407","2018-12-15","Clinical","L"
"1408","2018-12-13","Clinical","L"
"1409","2018-12-31","Clinical","L"
"1410","2019-01-12","Clinical","T"
"1411","2018-12-08","Clinical","T"
"1412","2018-12-08","Clinical","T"
"1413","2018-12-08","Clinical","T"
"1414","2018-12-30","Clinical","T"
"1415","2019-01-10","Clinical","S"
"1416","2019-01-10","Clinical","S"
"1417","2019-01-04","Clinical","S"
"1418","2019-01-04","Clinical","S"
"1419","2019-01-09","Clinical","N"
"1420","2019-01-09","Clinical","N"
"1421","2019-01-09","Clinical","N"
"1422","2019-01-09","Clinical","N"
"1423","2019-01-05","Clinical","N"
"1424","2019-01-05","Clinical","N"
"1425","2019-01-09","Clinical","N"
"1426","2019-01-09","Clinical","N"
"1427","2019-01-09","Clinical","N"
"1428","2019-01-08","Clinical","L"
"1429","2018-11-29","Clinical","L"
"1430","2018-12-03","Clinical","L"
"1431","2018-12-24","Clinical","L"
"1432","2018-12-27","Clinical","L"
"1433","2018-12-28","Clinical","L"
"1434","2019-01-08","Clinical","L"
"1435","2019-01-09","Clinical","L"
"1436","2019-01-09","Clinical","L"
"1437","2018-12-23","Clinical","L"
"1438","2018-12-25","Clinical","J"
"1439","2019-01-07","Clinical","N"
"1440","2019-01-09","Clinical","N"
"1441","2019-01-05","Clinical","N"
"1442","2019-01-16","Clinical","M"
"1443","2019-01-20","Clinical","J"
"1444","2019-01-20","Clinical","J"
"1445","2019-01-17","Clinical","J"
"1446","2019-01-17","Clinical","J"
"1447","2019-01-13","Clinical","J"
"1448","2019-01-16","Clinical","J"
"1449","2019-01-07","Clinical","T"
"1450","2019-01-22","Clinical","L"
"1451","2018-12-31","Clinical","L"
"1452","2019-01-11","Clinical","L"
"1453","2019-01-23","Clinical","L"
"1454","2019-01-23","Clinical","L"
"1455","2019-01-07","Clinical","L"
"1456","2019-01-08","Clinical","L"
"1457","2019-01-18","Clinical","L"
"1458","2018-12-29","Clinical","L"
"1459","2019-01-05","Clinical","L"
"1460","2019-01-10","Clinical","L"
"1461","2019-01-22","Clinical","L"
"1462","2019-01-17","Clinical","L"
"1463","2019-01-16","Clinical","M"
"1464","2019-01-17","Clinical","S"
"1465","2019-01-18","Clinical","N"
"1466","2019-01-14","Clinical","N"
"1467","2019-01-14","Clinical","N"
"1468","2019-01-17","Clinical","N"
"1469","2019-01-18","Clinical","N"
"1470","2019-01-20","Clinical","N"
"1471","2019-01-20","Clinical","N"
"1472","2019-01-28","Clinical","J"
"1473","2019-01-28","Clinical","J"
"1474","2019-01-31","Clinical","J"
"1475","2019-01-24","Clinical","M"
"1476","2019-01-21","Clinical","M"
"1477","2019-01-24","Clinical","M"
"1478","2019-01-14","Clinical","S"
"1479","2019-01-20","Clinical","S"
"1480","2019-01-03","Clinical","J"
"1481","2019-01-06","Clinical","J"
"1482","2019-12-19","Clinical","J"
"1483","2018-12-28","Clinical","J"
"1484","2018-12-29","Clinical","J"
"1485","2019-01-13","Clinical","J"
"1486","2018-12-20","Clinical","J"
"1487","2019-01-22","Clinical","J"
"1488","2019-01-02","Clinical","J"
"1489","2019-01-05","Clinical","J"
"1490","2019-01-09","Clinical","N"
"1491","2019-01-10","Clinical","N"
"1492","2019-01-15","Clinical","N"
"1493","2019-01-17","Clinical","N"
"1494","2019-01-21","Clinical","N"
"1495","2019-01-28","Clinical","M"
"1496","2019-01-26","Clinical","M"
"1497","2019-01-29","Clinical","M"
"1498","2019-02-04","Clinical","M"
"1499","2019-01-31","Clinical","M"
"1500","2019-02-01","Clinical","M"
"1501","2019-01-29","Clinical","S"
"1502","2019-01-29","Clinical","S"
"1503","2019-01-29","Clinical","S"
"1504","2019-02-05","Clinical","S"
"1505","2019-01-31","Clinical","S"
"1506","2019-01-31","Clinical","S"
"1507","2019-01-31","Clinical","S"
"1508","2019-02-02","Clinical","J"
"1509","2019-02-02","Clinical","J"
"1510","2019-02-10","Clinical","M"
"1511","2019-01-18","Clinical","T"
"1512","2019-02-05","Clinical","J"
"1513","2019-02-05","Clinical","J"
"1514","2019-02-06","Clinical","J"
"1515","2019-02-04","Clinical","J"
"1516","2019-02-07","Clinical","J"
"1517","2019-02-11","Clinical","J"
"1518","2019-02-11","Clinical","J"
"1519","2018-12-27","Clinical","H"
"1520","2019-01-22","Clinical","H"
"1521","2019-01-22","Clinical","H"
"1522","2019-01-22","Clinical","H"
